Date of Encashment,Name of Political Party,Account Number of Political Party,Prefix,Bond Number,Denominations,Pay Branch Code,Pay Teller
18-01-2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,14030,100000,691,7516991
18-01-2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,13994,100000,691,7516991
20-01-2022,BIJU JANATA DAL,*******4340,OC,4787,10000000,41,3780759
20-01-2022,BIJU JANATA DAL,*******4340,OC,4783,10000000,41,3780759
20-01-2022,BIJU JANATA DAL,*******4340,OC,4795,10000000,41,3780759
20-01-2022,BIJU JANATA DAL,*******4340,OC,4797,10000000,41,3780759
20-01-2022,BIJU JANATA DAL,*******4340,OC,4785,10000000,41,3780759
20-01-2022,BIJU JANATA DAL,*******4340,OC,4789,10000000,41,3780759
20-01-2022,BIJU JANATA DAL,*******4340,OC,4799,10000000,41,3780759
20-01-2022,BIJU JANATA DAL,*******4340,OC,4781,10000000,41,3780759
20-01-2022,BIJU JANATA DAL,*******4340,OC,4791,10000000,41,3780759
20-01-2022,BIJU JANATA DAL,*******4340,OC,4793,10000000,41,3780759
20-01-2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,3450,1000000,691,3428540
20-01-2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,3448,1000000,691,3428540
21-01-2022,AAM AADMI PARTY,*******5086,OL,13955,100000,691,3428540
21-01-2022,AAM AADMI PARTY,*******5086,OL,13977,100000,691,3428540
21-01-2022,AAM AADMI PARTY,*******5086,OL,13985,100000,691,3428540
21-01-2022,AAM AADMI PARTY,*******5086,OL,13989,100000,691,3428540
21-01-2022,AAM AADMI PARTY,*******5086,OL,13987,100000,691,3428540
21-01-2022,AAM AADMI PARTY,*******5086,OL,13981,100000,691,3428540
21-01-2022,AAM AADMI PARTY,*******5086,OL,13973,100000,691,3428540
21-01-2022,AAM AADMI PARTY,*******5086,OL,13979,100000,691,3428540
21-01-2022,AAM AADMI PARTY,*******5086,OL,13975,100000,691,3428540
21-01-2022,AAM AADMI PARTY,*******5086,OL,13983,100000,691,3428540
21-01-2022,AAM AADMI PARTY,*******5086,OL,14003,100000,691,3428540
21-01-2022,AAM AADMI PARTY,*******5086,OL,14001,100000,691,3428540
21-01-2022,AAM AADMI PARTY,*******5086,OL,14007,100000,691,3428540
21-01-2022,AAM AADMI PARTY,*******5086,OL,14009,100000,691,3428540
21-01-2022,AAM AADMI PARTY,*******5086,OL,14005,100000,691,3428540
21-01-2022,AAM AADMI PARTY,*******5086,OL,14019,100000,691,3428540
21-01-2022,AAM AADMI PARTY,*******5086,OL,14015,100000,691,3428540
21-01-2022,AAM AADMI PARTY,*******5086,OL,14017,100000,691,3428540
21-01-2022,AAM AADMI PARTY,*******5086,OL,14011,100000,691,3428540
21-01-2022,AAM AADMI PARTY,*******5086,OL,14013,100000,691,3428540
21-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,3446,1000000,1,3490777
21-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,3465,1000000,1,3490777
21-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,13939,100000,1,3490777
21-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,13937,100000,1,3490777
21-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,13933,100000,1,3490777
21-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,13935,100000,1,3490777
21-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,13931,100000,1,3490777
21-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,13949,100000,1,3490777
21-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,13941,100000,1,3490777
21-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,13945,100000,1,3490777
21-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,13947,100000,1,3490777
21-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,13943,100000,1,3490777
21-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,13963,100000,1,3490777
21-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,13961,100000,1,3490777
21-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,13957,100000,1,3490777
21-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,13959,100000,1,3490777
21-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,13951,100000,1,3490777
21-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,13991,100000,1,3490777
21-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,13995,100000,1,3490777
21-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,13997,100000,1,3490777
21-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,13993,100000,1,3490777
21-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,13999,100000,1,3490777
21-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,10942,10000000,691,3428540
21-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,10948,10000000,691,3428540
21-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,10946,10000000,691,3428540
21-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,10938,10000000,691,3428540
21-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,10934,10000000,691,3428540
21-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,10936,10000000,691,3428540
21-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,10944,10000000,691,3428540
21-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,10950,10000000,691,3428540
21-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,10940,10000000,691,3428540
21-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,10932,10000000,691,3428540
21-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,842,10000000,691,3428540
21-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,847,10000000,691,3428540
21-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,9397,10000000,691,3428540
21-01-2022,BHARATIYA JANATA PARTY,*******8244,TL,3454,1000000,691,3428540
21-01-2022,BHARATIYA JANATA PARTY,*******8244,TL,3452,1000000,691,3428540
21-01-2022,BHARATIYA JANATA PARTY,*******8244,TL,13696,1000000,691,3428540
21-01-2022,BHARATIYA JANATA PARTY,*******8244,TL,13692,1000000,691,3428540
21-01-2022,BHARATIYA JANATA PARTY,*******8244,TL,13694,1000000,691,3428540
21-01-2022,BHARATIYA JANATA PARTY,*******8244,TL,13688,1000000,691,3428540
21-01-2022,BHARATIYA JANATA PARTY,*******8244,TL,13690,1000000,691,3428540
24-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10207,10000000,1,3490777
24-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10209,10000000,1,3490777
24-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10211,10000000,1,3490777
24-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,13686,1000000,1,3490777
24-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,13681,1000000,1,3490777
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9713,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9703,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9705,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9707,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9701,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9719,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9709,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9717,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9711,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9715,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9708,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9716,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9702,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9720,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9712,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9710,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9714,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9704,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9706,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9718,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9726,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9736,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9728,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9738,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9734,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9732,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9744,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9730,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9740,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9742,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9745,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9731,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9733,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9735,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9743,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9741,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9727,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9729,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9737,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9739,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9749,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9723,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9724,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9747,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9722,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9725,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9721,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9750,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9746,10000000,847,3898296
06-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9748,10000000,847,3898296
08-04-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10227,10000000,1,3490777
08-04-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10237,10000000,1,3490777
08-04-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10245,10000000,1,3490777
08-04-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10223,10000000,1,3490777
08-04-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10233,10000000,1,3490777
08-04-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10243,10000000,1,3490777
08-04-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10241,10000000,1,3490777
08-04-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10251,10000000,1,3490777
08-04-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10225,10000000,1,3490777
08-04-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10239,10000000,1,3490777
08-04-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10229,10000000,1,3490777
08-04-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10247,10000000,1,3490777
08-04-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10235,10000000,1,3490777
08-04-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10249,10000000,1,3490777
08-04-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10231,10000000,1,3490777
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9763,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9767,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9761,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9773,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9769,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9765,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9760,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9768,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9754,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9758,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9770,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9756,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9752,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9774,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9776,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9780,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9782,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9772,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9777,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9801,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9799,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9797,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9805,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9809,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9811,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9791,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9789,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9795,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9803,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9781,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9783,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9793,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9807,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9779,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9798,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9794,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9796,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9802,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9800,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9808,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9804,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9806,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9824,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9822,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9828,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9812,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9814,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9830,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9810,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9826,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9818,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9816,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9832,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9820,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9932,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9926,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9922,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9930,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9924,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9920,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9918,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9928,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9929,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9925,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9951,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9927,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9953,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9935,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9931,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9933,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9949,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9966,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9970,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9968,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9972,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9964,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9981,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9959,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9979,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9977,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9967,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9975,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9961,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9965,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9973,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9957,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9963,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9969,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9971,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,OC,9700,10000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,TL,7578,1000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,TL,7586,1000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,TL,7584,1000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,TL,7580,1000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,TL,7582,1000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,TL,7568,1000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,TL,7576,1000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,TL,7572,1000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,TL,7570,1000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,TL,7574,1000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,TL,7571,1000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,TL,7573,1000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,TL,7575,1000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,TL,7577,1000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,TL,7569,1000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,TL,7587,1000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,TL,7585,1000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,TL,7583,1000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,TL,7579,1000000,847,6370918
11-04-2022,BHARAT RASHTRA SAMITHI,*******7477,TL,7581,1000000,847,6370918
11-04-2022,BIJU JANATA DAL,*******4340,OC,10230,10000000,41,7409060
11-04-2022,BIJU JANATA DAL,*******4340,OC,10232,10000000,41,7409060
11-04-2022,BIJU JANATA DAL,*******4340,OC,10228,10000000,41,7409060
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10698,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10705,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10720,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10721,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10722,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10811,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10723,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10724,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10819,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10821,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10716,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10688,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10697,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10699,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10829,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10843,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10681,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10685,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10834,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10802,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10813,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10683,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10679,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10703,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10707,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10717,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10809,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10710,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10693,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10827,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10835,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10803,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10831,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10704,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10678,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10828,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10714,10000000,800,1012016
11-04-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,10805,10000000,800,1012016
