Date of Encashment,Name of Political Party,Account Number of Political Party,Prefix,Bond Number,Denominations,Pay Branch Code,Pay Teller
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16200,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16208,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16210,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16212,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16198,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16204,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16214,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16206,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16202,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16216,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16209,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16215,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16217,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16211,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16213,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16224,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16232,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16236,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16230,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16226,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16228,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16234,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16218,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16220,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16222,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16258,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16280,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16246,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16248,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16282,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16250,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16254,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16268,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16240,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16266,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16276,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16244,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16256,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16262,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16274,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16272,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16260,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16242,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16238,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16252,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16278,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16284,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16270,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16286,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16264,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16225,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16241,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16235,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16231,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16227,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16237,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16239,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16233,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16243,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16229,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16247,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16245,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16221,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16219,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16223,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16711,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16279,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16755,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16261,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16271,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16281,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16741,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16703,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16771,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16259,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16747,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16749,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16269,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16765,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16769,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16717,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16283,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16707,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16721,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16257,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16295,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16265,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16273,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16733,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16297,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16299,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16253,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16725,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16761,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16757,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16727,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16705,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16255,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16289,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16709,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16713,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16285,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16751,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16729,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16715,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16719,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16731,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16743,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16267,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16277,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16287,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16293,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16701,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16291,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16767,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16739,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16745,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16735,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16723,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16737,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16763,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16275,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16753,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16759,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16263,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,14128,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,14126,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,14124,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,15191,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,15221,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,15195,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,15215,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,15189,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,15148,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,15199,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,15211,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,15205,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,15193,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,15219,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,15150,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,15209,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,15187,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,15197,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,15207,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,15203,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,15201,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,15217,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,15213,10000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,TL,14928,1000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,TL,14926,1000000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OL,28857,100000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OL,28855,100000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OL,28859,100000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OL,28853,100000,691,7516991
17-11-2023,BHARATIYA JANATA PARTY,*******8244,OL,28851,100000,691,7516991
17-11-2023,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,16718,10000000,847,6391354
17-11-2023,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,16300,10000000,847,6391354
17-11-2023,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,16706,10000000,847,6391354
17-11-2023,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,16710,10000000,847,6391354
17-11-2023,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,16716,10000000,847,6391354
17-11-2023,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,16712,10000000,847,6391354
17-11-2023,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,16702,10000000,847,6391354
17-11-2023,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,16704,10000000,847,6391354
17-11-2023,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,16708,10000000,847,6391354
17-11-2023,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,16714,10000000,847,6391354
17-11-2023,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,16298,10000000,847,6391354
17-11-2023,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,16296,10000000,847,6391354
17-11-2023,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,16720,10000000,847,6391354
17-11-2023,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,16722,10000000,847,6391354
17-11-2023,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,16726,10000000,847,6391354
17-11-2023,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,16724,10000000,847,6391354
17-11-2023,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,16728,10000000,847,6391354
17-11-2023,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,16730,10000000,847,6391354
17-11-2023,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,16734,10000000,847,6391354
17-11-2023,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,16732,10000000,847,6391354
18-11-2023,BHARAT RASHTRA SAMITHI,*******7477,OC,16657,10000000,847,7620160
18-11-2023,BHARAT RASHTRA SAMITHI,*******7477,OC,16658,10000000,847,7620160
18-11-2023,BHARAT RASHTRA SAMITHI,*******7477,OC,16660,10000000,847,7620160
18-11-2023,BHARAT RASHTRA SAMITHI,*******7477,OC,17211,10000000,847,7620160
18-11-2023,BHARAT RASHTRA SAMITHI,*******7477,OC,17215,10000000,847,7620160
18-11-2023,BHARAT RASHTRA SAMITHI,*******7477,OC,17213,10000000,847,7620160
18-11-2023,BHARAT RASHTRA SAMITHI,*******7477,OC,17209,10000000,847,7620160
18-11-2023,BHARAT RASHTRA SAMITHI,*******7477,OC,17217,10000000,847,7620160
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16630,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16656,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16650,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16652,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16648,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16628,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16654,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16632,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16646,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16634,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16655,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16653,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16651,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,15631,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,15635,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,15627,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,15629,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,15633,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13319,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13313,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13303,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13317,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13323,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13301,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13343,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13311,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13321,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13307,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13346,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13315,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13325,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13309,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13305,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13310,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13363,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13306,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13367,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13318,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13166,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13369,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13170,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13174,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13304,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13355,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13302,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13373,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13308,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13322,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13351,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13365,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13359,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13371,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13348,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13350,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13357,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13168,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13345,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13349,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13314,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13324,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13316,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13172,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13347,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13353,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13344,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13320,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13361,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,13312,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17252,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17278,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17310,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17292,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17240,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17220,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17276,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17232,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17264,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17302,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17258,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17270,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17286,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17244,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17272,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17222,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17248,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17298,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17274,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17242,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17236,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17290,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17212,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17304,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17246,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17282,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17266,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17300,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17306,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17296,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17250,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17280,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17234,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17262,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17260,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17230,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17238,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17288,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17256,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17216,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17228,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17284,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17224,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17226,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17218,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17308,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17268,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17294,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17214,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,17254,10000000,691,7516991
20-11-2023,BHARATIYA JANATA PARTY,*******8244,OC,16673,10000000,691,7516991
